Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
11-Feb-25,24796.45,24847.8,24449.85,24568.4,71771154,4773.27
12-Feb-25,24543.35,24720.95,24228.75,24628.55,75006724,5346.63
13-Feb-25,24645.6,24873.05,24611.9,24669,72076116,6007.47
14-Feb-25,24717.85,24765.4,24308.85,24513.1,72025386,4874.53
17-Feb-25,24416.5,24576.2,24242.6,24549.6,70190322,4053.66
18-Feb-25,24524.15,24601.35,24346.95,24500.6,70724501,4336.46
19-Feb-25,24434.35,24802.55,24382.55,24778.1,64447098,4443.99
20-Feb-25,24665.75,24730.45,24570.1,24659.3,62197213,5240.66
21-Feb-25,24573.1,24642.4,24371.7,24476.9,72777948,4397.56
24-Feb-25,24307.3,24425.95,24165.1,24382.2,76144901,4898.49
25-Feb-25,24383.4,24468.35,24345.15,24386.55,81930559,5678.35
27-Feb-25,24442.4,24577.65,24382.7,24443.7,174679931,8379.47
28-Feb-25,24312.25,24377.5,24129.85,24225.15,205552822,16301.38
03-Mar-25,24274.65,24315.15,23950.05,24125.95,91420142,5227.11
04-Mar-25,24028.55,24174.5,24020.6,24107.25,90744708,5045.17
05-Mar-25,24093.5,24344.35,24074.35,24238.15,77775495,5062.62
06-Mar-25,24377.1,24401.85,24143.45,24324.5,90473693,6956.44
07-Mar-25,24250.6,24392.4,24196.45,24292.95,80059777,4528.95
10-Mar-25,24183.85,24328.95,24100.55,24151.65,84686216,5208.43
11-Mar-25,23951.7,24018.65,23783.15,23817.2,201894085,11900.82
12-Mar-25,23820,24082.8,23799.7,23990.25,198701080,12925.52
13-Mar-25,24047.1,24085.35,23930.85,23955.7,99086904,6270.59
17-Mar-25,24030.8,24232.6,24020.15,24181.05,101026029,6250.81
18-Mar-25,24389.9,24679.2,24319.55,24642.6,101041501,7091.8
19-Mar-25,24679.1,24836.6,24630.1,24762.2,93684415,5776.49
20-Mar-25,24881.6,24961.55,24775.45,24913.1,78477083,5003.36
21-Mar-25,24872.8,25298.25,24844.2,25232.7,174103090,17308.87
24-Mar-25,25442.35,25901.55,25344.2,25842.85,115089040,7335.73
25-Mar-25,25948.1,26041.75,25751.8,25861.05,130783650,10490.92
26-Mar-25,25864.9,25944.15,25530.15,25627.75,110634360,7288.4
27-Mar-25,25566.7,25806.15,25536.6,25695.7,249716871,11743.24
28-Mar-25,25717.2,25855.55,25621.55,25733.35,210018453,6482.03
01-Apr-25,25573.35,25783.5,25345.05,25422.75,232883491,7752.39
02-Apr-25,25473.1,25635.9,25442.95,25610.6,177997698,4761.6
03-Apr-25,25393.4,25706.65,25386.7,25693.2,311157948,4594.23
04-Apr-25,25709.95,25784.35,25565.05,25659.85,242038257,7378.07
07-Apr-25,24535.7,25084.2,24399.85,24768.55,285107156,9970.77
08-Apr-25,25031.85,25248.25,24850.35,25083.05,187786295,7709.63
09-Apr-25,25067.9,25096.55,24829.95,25003.15,162942024,6125.53
11-Apr-25,25159.15,25506.3,25159.15,25388.2,147489758,7624.51
15-Apr-25,25983.9,26160.45,25796.85,26102.9,197818936,10529.04
16-Apr-25,26267.8,26583.1,26155.95,26556.6,221916209,9053.41
17-Apr-25,26533.7,27225.05,26480.35,27149.75,309101234,11003.6
21-Apr-25,27479.25,27853.85,27370.05,27727.3,413185185,11732.42
22-Apr-25,27759,27973.35,27656.9,27820.85,333277377,14194.85
23-Apr-25,28050.4,28050.4,27515.95,27612.35,238665477,8922.77
24-Apr-25,27479.3,27734.1,27479.3,27550.65,240598554,10055.03
25-Apr-25,27470.8,27513.4,26916.15,27198.55,247353996,8075.74
28-Apr-25,27168.9,27641.2,27150.85,27578.2,273780757,7275.97
29-Apr-25,27613.5,27819.35,27459.95,27513.9,181285960,6636.09
30-Apr-25,27509,27589.6,27279.1,27450.3,188628738,9451.69
02-May-25,27437.25,27774.9,27343.1,27396.4,184068168,7183.24
05-May-25,27336.75,27461.7,27087.75,27177.2,137654318,6182.3
06-May-25,27247.95,27297.45,26953.1,26997.65,564615377,6207.07
07-May-25,26873.15,27223.05,26813,27183.8,259937543,6684.92
08-May-25,27274.9,27390.75,27030,27157.5,292136846,10303.13
09-May-25,26759.2,27021.75,26742.05,26807.45,817669134,7540.66
12-May-25,27400.8,27735.15,27336.1,27675.7,628806199,7704.62
13-May-25,27623.85,27740.65,27373.75,27401.6,377426688,7775.13
14-May-25,27436.9,27524.85,27204.4,27348.5,285821605,5405.18
15-May-25,27354.9,27728.55,27161.45,27646.7,352563555,8976.74
16-May-25,27578.6,27693.15,27545.2,27671.65,271250211,6293.22
19-May-25,27643.4,27796.25,27601.95,27640.9,208562592,4122.51
20-May-25,27652.4,27707.8,27330.9,27355.8,193257628,6627.8
21-May-25,27434.4,27545.85,27192.9,27385.75,171957700,4516.35
22-May-25,27301.55,27358.15,27117.5,27325.45,188580067,8352.99
23-May-25,27323.4,27644.3,27290.4,27621.35,136890203,3764.74
26-May-25,27669.3,27837.8,27548.45,27659.6,119596652,3801.11
27-May-25,27603.85,27802.65,27381.65,27532.8,187560953,8138.62
28-May-25,27516.95,27611.65,27471.05,27502.55,165675312,5193.76
29-May-25,27575.5,27760.45,27394.7,27629.2,211541626,9003.19
30-May-25,27651.6,27707.3,27488.05,27576.65,277875633,9317.19
02-Jun-25,27482.25,27705.3,27354.1,27670.1,626831659,6021.1
03-Jun-25,27725.35,27725.55,27292.3,27346.35,1538483987,10533.63
04-Jun-25,27366.7,27446.95,27249.65,27368.95,322655297,4906.05
05-Jun-25,27440.95,27511.65,27295.45,27342.4,200852052,6846.81
06-Jun-25,27319,27893.55,27237.45,27832.5,352232390,10556.09
09-Jun-25,28122.6,28185.05,28000.05,28120.4,263184482,8105.73
10-Jun-25,28200.7,28207.3,28013,28073.7,179008974,7238.35
11-Jun-25,28068.8,28156.15,27965.5,28000.65,149523254,4025.65
12-Jun-25,27999.45,28068.95,27732.4,27779.55,138622831,4667.35
13-Jun-25,27320.2,27619.95,27320.2,27527.9,175014654,4768.25
16-Jun-25,27546.35,27797.3,27448.35,27765.6,186326712,4580.35
17-Jun-25,27768.6,27843.8,27636.3,27667.4,174596102,4778.65
18-Jun-25,27577.35,27793.7,27549.6,27776.6,175940040,6800.97
19-Jun-25,27754.65,27870.45,27636.7,27694.6,194037650,5415.31
20-Jun-25,27675.9,28020,27675.8,27978.9,236057379,8868.19
23-Jun-25,27776.05,28004.15,27724.55,27931.15,147656838,3617.82
24-Jun-25,28162.85,28311.05,28019.65,28135.05,195707173,7119.03
25-Jun-25,28176.2,28211.3,28086.9,28126.45,183315836,5718.8
26-Jun-25,28166.7,28444.1,28078.15,28417,207138362,10718.1
27-Jun-25,28430.55,28538.3,28266.45,28506.1,259607817,11736.87
30-Jun-25,28546.05,28577.65,28189.95,28254.6,184821027,5519.32
01-Jul-25,28289.15,28314,28149.9,28288.95,288753228,7182.22
02-Jul-25,28361,28385.05,28032.95,28106.35,187173225,7334.89
03-Jul-25,28078.05,28171,27954.8,27977.45,150372533,6189.41
04-Jul-25,27981.7,28081.9,27844.25,28065.85,133006419,3443.45
07-Jul-25,28020.05,28115,27963.55,28055.7,112858981,3928.65
08-Jul-25,28122.45,28309.05,28097.55,28241.4,114237565,5932.66
09-Jul-25,28197.95,28264.7,28132.4,28236,116562638,5099.39
10-Jul-25,28302.3,28327.65,28052.25,28099.8,115908533,5485.09
11-Jul-25,28047.95,28187.65,27998.15,28075.2,106640854,4453.63
14-Jul-25,28114.6,28129.9,27960.6,28060.7,155405166,4344.57
15-Jul-25,28055.5,28213.6,28037.7,28098.5,235153969,4902.78
16-Jul-25,28126.25,28174.6,28014,28107.55,161273051,5018.74
17-Jul-25,28108.8,28130.15,27918.1,27943.35,138521241,6648.35
18-Jul-25,27616.25,27735.2,27501.05,27534.5,168543883,9185.21
21-Jul-25,27618.85,27897,27481.5,27881,232205574,8151.65
22-Jul-25,28021.3,28035.55,27814.4,27845.45,128711119,5666.53
23-Jul-25,27943.6,28076.4,27838.45,28036.95,110889221,5276.57
24-Jul-25,28069.3,28069.3,27846.25,27874.5,159557282,5339.55
25-Jul-25,27882.2,27889.35,27534.75,27604.15,155226634,5048.73
28-Jul-25,27317.75,27409.75,27099,27148.25,170781039,7604.46
29-Jul-25,27067.05,27189.25,27003.1,27153.4,159467837,8330.09
30-Jul-25,27201.85,27203.6,27073.4,27119.45,134304242,5495.46
31-Jul-25,26912.55,27315.7,26854,27085.45,208759246,7702.24
01-Aug-25,27055.4,27163.55,26893.8,26920.35,119213653,4022.28
04-Aug-25,26875.4,27009.45,26824.15,26955.45,165382889,4645.81
05-Aug-25,26940.25,26998.65,26785.75,26873.75,120521336,7661.75
06-Aug-25,26870.05,26947.8,26803.5,26850.65,102556511,4558.32
07-Aug-25,26728.05,26951.4,26658.5,26901.1,128328167,6704.86
08-Aug-25,26889.8,26934.45,26518.9,26564.7,94110798,4008.41
11-Aug-25,26568.9,26885.4,26513.3,26779,89653913,3792.5
12-Aug-25,26741.4,26817.25,26540.3,26560.95,72652274,3401.44
13-Aug-25,26689.25,26689.4,26564.35,26643.6,92679075,4465.06
14-Aug-25,26607.6,26748.2,26597.4,26655,78717904,4404.4
18-Aug-25,26945.05,27097.1,26895.9,26924.2,122529479,5556.63
19-Aug-25,26858,27094.05,26854.25,27037.3,107857121,4247.43
20-Aug-25,26972.05,26998.45,26897.9,26940.1,82730031,3298.03
21-Aug-25,27108.3,27118.5,26945.95,26976.9,100631093,4170.12
22-Aug-25,26921.95,26951.45,26665.25,26691.85,87223568,4247.78
25-Aug-25,26740.6,26778.25,26653.7,26696.5,308243160,4592.64
26-Aug-25,26627.7,26658.2,26315.65,26340.45,224211517,5428.77
28-Aug-25,26266.7,26330.3,26045.8,26074.05,212805901,7911.29
29-Aug-25,26037.25,26311.05,26026.85,26058.2,319319933,6263.88
01-Sep-25,26066.9,26286.3,26066.1,26272.45,158422408,4413.29
02-Sep-25,26284.35,26349.65,26036.35,26089.7,135285600,4148.18
03-Sep-25,26082.05,26314.55,26046.8,26282.2,302120939,5757.22
04-Sep-25,26420.3,26456,26239.4,26286.15,193982373,5312.59
05-Sep-25,26390,26391.25,26149.1,26337.55,173290798,4145.01
08-Sep-25,26367.7,26496.25,26271.5,26334.8,106047106,3407.05
09-Sep-25,26401.65,26419.75,26286.5,26368.55,129959117,4004.64
10-Sep-25,26553.95,26603.8,26472.1,26531.55,205673573,5922.73
11-Sep-25,26484.5,26669.25,26477,26609.8,163298660,4472.39
12-Sep-25,26661.5,26757.15,26607.7,26717.8,126164220,4505.92
15-Sep-25,26741.35,26820.8,26698.2,26718.7,124212144,3770.31
16-Sep-25,26680.6,26963.6,26680.6,26927.85,130413161,5473.66
17-Sep-25,26943.8,27063.85,26936.4,27028.2,142516050,5152.19
18-Sep-25,27157.15,27174.1,27037.45,27148,157728163,5265.78
19-Sep-25,27114.15,27126.8,26918.15,26972.4,209224087,8107.14
22-Sep-25,26968.45,27072.75,26881.3,26915.05,196171845,5071.19
23-Sep-25,26906.55,27098.35,26835.9,27057.4,184371942,7817.86
24-Sep-25,26967.75,27023.85,26789.85,26824.6,150394568,5774.9
25-Sep-25,26786.7,26902.75,26743.6,26787.5,230312595,9268.78
26-Sep-25,26685.05,26742.85,26458,26488.45,165162098,6041.13
29-Sep-25,26528.85,26563.75,26316.4,26411.3,233187801,11974.98
30-Sep-25,26525.45,26573.55,26380.5,26462.45,205262286,8802.52
01-Oct-25,26460.6,27009.6,26455.35,26984.6,294491893,9741.52
03-Oct-25,26955.45,27192.25,26952.05,27159,202561266,7676.65
06-Oct-25,27272.85,27524.15,27236.45,27490.55,209706912,8457.24
07-Oct-25,27494.7,27626.05,27430.6,27497.65,227474027,7608.59
08-Oct-25,27421.4,27554.1,27315.45,27409.45,202153636,5417.23
09-Oct-25,27381.25,27556.4,27318.3,27518.35,199793506,5354.26
10-Oct-25,27504.95,27837.85,27490.05,27762.5,645853285,6187.56
13-Oct-25,27606.6,27856.8,27602.1,27790.2,347249333,5928.03
14-Oct-25,27795.95,27852.7,27562.55,27695.75,284719210,6908.03
15-Oct-25,27722.55,27789.75,27638.65,27727.3,194722477,6355.08
16-Oct-25,28004.4,28171.25,27867.1,28136.3,216147349,9427.98
17-Oct-25,28107.75,28332.25,28061.55,28239.95,308630718,8121.22
