Date ,Open 
29-Sep-25,11459.9
30-Sep-25,11464.1
01-Oct-25,11446.1
03-Oct-25,11520.1
06-Oct-25,11591.05
07-Oct-25,11624.9
08-Oct-25,11646.55
09-Oct-25,11566.5
10-Oct-25,11664.45
13-Oct-25,11665.6
14-Oct-25,11717.3
15-Oct-25,11623.95
16-Oct-25,11797.4
17-Oct-25,11863.7
20-Oct-25,11914.8
21-Oct-25,11917.65
23-Oct-25,11947.85
24-Oct-25,11895
27-Oct-25,11861.15
28-Oct-25,11906.4
